current_company_name_clean,count
Babcom Centers,1
Shulamit's Eilat Diving Adventures,1
BMAG Advanced Chemical Solutions,1
Hakurnas Lead Works Ltd.,1
Mgroup,1
At home,1
BGRacing,1
Freelancer,1
Hura Local Council,1
Doors Landau,1
Eilat-Eilot Renewable Energy,1
Check Point Software Technologies,1
Hameshavev Ltd.,1
אלווין ישראל elwyn israel,1
Stratasys,1
Sabon Israel New- סבון של פעם,1
Rabin High School,1
karnia building and real estate ltd,1
Meuhedet Health Services - מאוחדת,1
New School ניו סקול,1
Center of Psychological treatment for children & teens- Service of Educational Psychology ' Ofakim,1
Ultra Clean Technology,1
MER Group,1
Sound Engineer & Sound Designer,1
CAMERA on Campus Israel,1
StarkWare,1
iSirs - אייסירס,1
Afcon,1
Eltel-Ofeq,1
Leebar,1
Immiggreat,1
Israeli Military Intelligence - Unit 8200,1
LVTH,1
Carmei Mevorach,1
Emerson Automation Solutions,1
Jerusalem Conservatory Hassadna,1
Law Office,1
Dr. Shlomo Cohen & Co,1
Lemada light industries - manufacturers for the Kodkod brand,1
CONTEL,1
Ramat negev regional council,1
Pach Taas (Ashkelon)Ltd,1
Afcon Renewable Energy,1
Rotlex,1
ELBAR GROUP LLC,1
Municipality Rahat,1
Rail israel,1
mevnim venitivim,1
Safe-Zone Ltd,1
Israel Atomic Energy Commission,1
TraceSpan Communications,1
Traffic Light Media,1
Vintage Investment Partners,1
Pharma Naturalis Industries,1
Agricultural Research Organization - Volcani Institute,1
משרד המשפטים,1
Spectronix,1
AlberTrick,1
Fresenius Medical Care,1
Ayalim Association,1
Yeruham,1
"Qualtero, formerly Britannica Knowledge Systems",1
Alzan Earthworks and Development Ltd,1
Ness Digital Engineering,1
r.m electronics ltd,1
Deep Siam,1
Comtal Technologies and Engineering Group,1
Elbit Systems,1
The MOFET Institute,1
BGN Technologies,1
Harel Insurance & Finance,1
Science Center - Yeroham,1
"ו.ב. ניהול בע""מ",1
Dr hadar israeli LTD,1
CFO at Jojoba Desert,1
shaniv paper industries LTD,1
Yves Rocher,1
VBI Vaccines Inc.,1
אימג׳ - סטודיו לעיצוב גרפי ופרסום,1
cattle-watch,1
K Logic,1
IDF Spokesperson's Unit,1
searching for new opportunities,1
Shikun & Binui שיכון ובינוי,1
Mercantile Discount Bank Ltd.,1
"Games and Sports Ltd (שעשועים וספורט בע""מ)",1
Eruit,1
Tetracon Control Systems,1
M.T.R Railway Industry Entreprises (1999) Ltd.,1
Landa Digital Printing,1
Katz Arie Stainless Steel,1
MELODEA Bio Based Solutions,1
Salesforce,1
Total Fitness Sport Equipment,1
Volta Solar,1
Self-employed-Northwest Counseling Associates,1
Elbit Systems Israel,1
H&M,1
Mimshak,1
Spotango,1
Red-Button / DDoS Experts,1
Dennis' Dance Studio,1
Bansard (ISRAEL) IBL SEKO,1
Siemens EDA (Siemens Digital Industries Software),1
Sapir Academic College,1
REEF,1
UNTSO HQ,1
TASC Consulting & Capital,1
Apomedical.Ltd,1
DA Designs,1
Elio,1
telad computer systems,1
"Ashkelon Academic College, Ben Gurion University",1
Bank Leumi בנק לאומי,1
MAGEN eco-Energy,1
Ofakim Comunity Center,1
A. Sbitany & Sons Co. Ltd.,1
Association of Architects and town planners o,1
Hakatze restaurant,1
Proofpoint,1
Fertilizers research Ltd,1
QDM TECH,1
Assuta Medical Centers,1
"Amphibio Ltd. – Environmental Engineering, Consulting, and Planning",1
Taper tech,1
sheeta banegev,1
Evya Media Art,1
NDA,1
Vishay Israel Limited,1
Beit Hatfutsot,1
For Me,1
Beth Israel Deaconess Medical Center,1
Wow Deluxe,1
Triplemars,1
Arta Art and Printing Ltd.,1
P5I,1
Globes,1
"Child & Family Psychological Services, Inc.",1
JFrog,1
Himanuta - JNF Land Development Company,1
E.L Erman Cosmetic Manufacturing Ltd,1
Beit Balev,1
Shachar Tishlovot,1
Ludan Engineering Israel Ltd.,1
Kfir Minerals LTD.,1
NICE,1
Bynet Business,1
Ministry of National Security,1
Forcepoint,1
Bridges to Academy,1
national tourist guide course,1
King Engine Bearings,1
S.C.A Economic Advisory,1
Lotem,1
Exyte,1
Remilk,1
CyberArk,1
EZ-R.O.I,1
In.P.C. 1982 LTD.,1
BionicHIVE,1
The Arava Institute for Environmental Studies,1
Mccann Valley,1
The Center for Educational Technology (CET),1
Locker Room,1
Israel Oceanographic & Limnological Research,1
Barzilai University Medical Center,1
Schwartz/Reisman Science Education Centers,1
kol hanegev radio,1
Magen eco-Energy,1
ENDOR Systems 2009 Ltd,1
Tic Tac Eilat Ltd.,1
SNDK Corp,1
Sea of Spa Labs ltd,1
August Initiatives,1
Maccabi Ashdod Basketball Club,1
Epsilor Electric Fuel Ltd.,1
Lena Leyla,1
Neurolief,1
M,1
Analiza Education Center,1
Dimona Municipality,1
"""anashim"" psychological centre",1
Arzey Hanegev,1
Chemada Industries Ltd.,1
VQC,1
Standard Institute of Israel - Hebrew Support in Computerized Systems Committee,1
Haifa Group,1
Arad municipality,1
Datonics,1
Safari Ramat Gan,1
Al-Qasemi Academy,1
Computerman,1
omer local council,1
Ofek Shely LTD,1
Cyanotech,1
LAX KARMON ENG. LTD,1
Gilat Satellite Networks,1
HP Indigo,1
Ex Libris,1
The Luzzatto Group,1
Kiddod Engineering LTD,1
"Ahuva Shnarch, CPA",1
Mellanox Technologies,1
Orbotech,1
Denya - דניה,1
Honey Bunny,1
Voodoo,1
Genesys,1
Home Studio,1
Lesico Process Piping,1
Edmond De Rothschild Partnerships,1
Dr. Samuelov Better Pharma,1
Systematics Ltd. Solutions at work.,1
Electra Danko,1
Midrag- Service rating LTD,1
Eliakim Architects,1
AMAREL LTD,1
Kornit Digital,1
Wave Group,1
Geoda,1
Out of the Wilderness Travel,1
Dorit Korine Group,1
The Council For A Beautiful Israel,1
the-israel-guide.com,1
Nikon Precision Europe GmbH,1
CBC Group,1
Eilat Softball League ra,1
Beer Sheva Rotary Club D-2490,1
Essence Group,1
osem-nestle,1
Freelance Israel,1
wisdom of the desert,1
EY,1
Matrix,1
Intel Israel,1
Vegeta Agency,1
The Israeli Electricity Authority - רשות החשמל,1
Self Employed,1
"Ministry of Education of Israel,South district",1
JM Sunday on the Nachum Segal Radio Network,1
Shemesh - HR projects,1
Kol Gat Radio,1
TAT Technologies Ltd.,1
Deloitte,1
AppLovin,1
Lana NGO,1
System advanced laboratories,1
Afifi cement group,1
U.S. Army Corps of Enginners,1
Dgtronix Ltd,1
Varonis,1
Soda Stream International BV,1
Paz-Bar ltd,1
Team 3 Group,1
GE,1
SHINEZ.io,1
דיוקים 2000 תעשיות,1
Maariv,1
Geltzer LTD,1
ELOP,1
Osem USA,1
Asia Cyrus Con. & Int.,1
CBC Israel,1
OurCrowd,1
AdClear GmbH,1
Benetivei Udi - בנתיבי אודי,1
Ministry of Environmental Protection,1
Alpaca Farm,1
MAOZ מעוז,1
Aiob Digital markting,1
Luzzatto & Luzzatto,1
D. Bar-Akiva Consulting Engineers,1
NeuroHelp,1
Scopio Labs,1
Xinnor,1
VIS - Vacuum and Instrument Services Ltd,1
LUDAN Engineering Co. Ltd.,1
Air Products and Chemicals,1
BDO Israel Cyber Security Center,1
jungle sound ltd,1
365Scores,1
Import and Marketing,1
Objectif Life,1
Israel Oceanographic and Limnological Research,1
Swift Gym,1
Antidote Health,1
Shenkar - Engineering. Design. Art.,1
Beit Shemesh Municipality,1
Noa Ballon Nahlieli,1
Carimon,1
Siraj Technologies,1
Rehovot Veterinary Hospital,1
Prologic Ltd.,1
Office of the Prime Minister of Israel,1
Bank Leumi H.Q,1
Aharai !אחריי,1
TEVA,1
Ardom Regional Factories,1
Epsilor Electric Fuel,1
hetz,1
GreenVibe Technologies LTD,1
Verint-Systems,1
Elpisor LTD,1
Orda,1
Ohr Lagolah,1
Shield.,1
MindCET- EdTech Innovation Center,1
abra,1
Red Hat,1
Young Adult Center,1
bolttech,1
Tech19,1
'סטודיו בוטיקה' - 'Studio Boutika',1
Inetex LTD,1
St. Augustine Catholic Secondary School,1
Group19 Tech,1
XTEND,1
Etgar college,1
Alumeshet,1
Self empoyed,1
C.I.S Advanced Civil Infrastructure Solution LTD,1
Masa Israel Journey,1
Tidhar group | קבוצת תדהר,1
QDM,1
"AM Technical Solutions, Inc",1
Isrotel Hotel Chain,1
HIE Sapir - Center of Innovation & Entrepreneurship,1
Samson Assuta Ashdod University Hospital,1
Boutiquo Tourism,1
Independent,1
Ramot at Tel Aviv University Ltd.,1
Rotem Industries,1
Intel,1
Bright Data,1
Barre Levie Architects and Urban Planners,1
SCREEN,1
F5,1
Dead Sea and Arava Science Center,1
